iter	Passed	Remaining
1665	100865	201851
1666	100929	201797
1667	100994	201746
1668	101046	201668
1669	101095	201585
1670	101154	201522
1671	101207	201447
1672	101264	201378
1673	101320	201310
1674	101379	201245
1675	101438	201182
1676	101508	201140
1677	101557	201057
1678	101614	200990
1679	101661	200903
1680	101718	200835
1681	101769	200756
1682	101837	200710
1683	101893	200640
1684	101944	200561
1685	101993	200478
1686	102043	200397
1687	102105	200339
1688	102167	200282
1689	102221	200209
1690	102284	200152
1691	102341	200086
1692	102392	200007
1693	102453	199947
1694	102513	199885
1695	102572	199823
1696	102638	199773
1697	102706	199728
1698	102783	199699
1699	102839	199629
1700	102899	199568
1701	102955	199498
1702	103004	199416
1703	103060	199347
1704	103116	199277
1705	103173	199211
1706	103232	199147
1707	103301	199103
1708	103351	199023
1709	103412	198962
1710	103478	198913
1711	103537	198849
1712	103594	198781
1713	103649	198711
1714	103703	198638
1715	103761	198573
1716	103823	198517
1717	103876	198441
1718	103942	198391
1719	104004	198334
1720	104069	198282
1721	104128	198218
1722	104185	198152
1723	104248	198096
1724	104310	198038
1725	104364	197966
1726	104427	197911
1727	104485	197845
1728	104541	197777
1729	104599	197710
1730	104648	197628
1731	104711	197572
1732	104758	197488
1733	104815	197421
1734	104870	197349
1735	104925	197278
1736	104990	197228
1737	105049	197164
1738	105104	197093
1739	105166	197035
1740	105229	196981
1741	105288	196916
1742	105346	196853
1743	105402	196783
1744	105466	196730
1745	105528	196671
1746	105581	196598
1747	105639	196532
1748	105697	196468
1749	105746	196386
1750	105800	196313
1751	105859	196251
1752	105923	196196
1753	105979	196128
1754	106029	196048
1755	106088	195985
1756	106146	195921
1757	106203	195854
1758	106270	195806
1759	106325	195735
1760	106381	195667
1761	106444	195610
1762	106507	195555
1763	106566	195493
1764	106618	195416
1765	106675	195349
1766	106734	195288
1767	106790	195218
1768	106847	195151
1769	106902	195081
1770	106977	195047
1771	107034	194982
1772	107084	194902
1773	107142	194837
1774	107194	194761
1775	107254	194701
1776	107302	194617
1777	107356	194545
1778	107421	194494
1779	107490	194449
1780	107549	194386
1781	107630	194363
1782	107697	194314
1783	107760	194258
1784	107856	194262
1785	107939	194242
1786	108013	194206
1787	108081	194159
1788	108150	194114
1789	108227	194084
1790	108306	194056
1791	108399	194054
1792	108517	194097
1793	108587	194053
1794	108648	193993
1795	108704	193924
1796	108771	193875
1797	108827	193807
1798	108883	193738
1799	108933	193659
1800	108986	193585
1801	109042	193516
1802	109100	193452
1803	109157	193385
1804	109210	193311
1805	109275	193258
1806	109331	193191
1807	109392	193130
1808	109455	193075
1809	109507	192999
1810	109564	192932
1811	109615	192856
1812	109673	192791
1813	109730	192723
1814	109783	192651
1815	109845	192592
1816	109907	192534
1817	109965	192469
1818	110018	192395
1819	110075	192330
1820	110131	192261
1821	110194	192205
1822	110249	192135
1823	110302	192062
1824	110361	191998
1825	110423	191940
1826	110483	191879
1827	110545	191821
1828	110595	191743
1829	110658	191687
1830	110711	191613
1831	110761	191535
1832	110815	191462
1833	110879	191409
1834	110933	191337
1835	110988	191267
1836	111051	191212
1837	111128	191180
1838	111208	191153
1839	111275	191103
1840	111337	191045
1841	111413	191011
1842	111480	190962
1843	111542	190904
1844	111606	190850
1845	111676	190805
1846	111751	190770
1847	111822	190727
1848	111890	190680
1849	111958	190631
1850	112019	190572
1851	112086	190522
1852	112149	190466
1853	112218	190421
1854	112287	190373
1855	112356	190328
1856	112424	190280
1857	112489	190227
1858	112546	190160
1859	112604	190096
1860	112659	190025
1861	112717	189961
1862	112783	189910
1863	112843	189848
1864	112896	189775
1865	112954	189710
1866	113003	189630
1867	113064	189570
1868	113120	189501
1869	113177	189435
1870	113238	189375
1871	113310	189335
1872	113370	189273
1873	113438	189225
1874	113499	189165
1875	113553	189094
1876	113618	189041
1877	113682	188986
1878	113732	188907
1879	113783	188833
1880	113834	188756
1881	113890	188687
1882	113934	188599
1883	113982	188518
1884	114042	188458
1885	114098	188389
1886	114153	188319
1887	114201	188238
1888	114258	188173
1889	114332	188134
1890	114394	188076
1891	114455	188017
1892	114512	187950
1893	114568	187882
1894	114619	187807
1895	114677	187742
1896	114727	187663
1897	114781	187593
1898	114835	187521
1899	114894	187459
1900	114952	187394
1901	115008	187326
1902	115063	187257
1903	115132	187210
1904	115192	187149
1905	115245	187077
1906	115305	187015
1907	115369	186961
1908	115435	186910
1909	115502	186859
1910	115560	186796
1911	115611	186720
1912	115662	186644
1913	115720	186579
1914	115775	186510
1915	115826	186434
1916	115883	186367
1917	115943	186307
1918	116002	186245
1919	116053	186169
1920	116115	186111
1921	116174	186048
1922	116232	185984
1923	116299	185933
1924	116365	185881
1925	116423	185818
1926	116477	185746
1927	116539	185689
1928	116589	185612
1929	116651	185554
1930	116723	185512
1931	116783	185450
1932	116851	185403
1933	116905	185331
1934	116958	185259
1935	117015	185194
1936	117070	185125
1937	117123	185052
1938	117171	184972
1939	117235	184918
1940	117287	184843
1941	117346	184781
1942	117410	184727
1943	117465	184657
1944	117519	184586
1945	117569	184511
1946	117633	184455
1947	117691	184390
1948	117745	184321
1949	117800	184251
1950	117855	184183
1951	117911	184115
1952	117973	184057
1953	118022	183979
1954	118076	183910
1955	118132	183842
1956	118185	183770
1957	118249	183715
1958	118310	183656
1959	118379	183608
1960	118444	183556
1961	118511	183506
1962	118566	183437
1963	118619	183365
1964	118671	183292
1965	118725	183221
1966	118785	183160
1967	118833	183080
1968	118883	183004
1969	118942	182941
1970	119000	182877
1971	119064	182823
1972	119113	182745
1973	119172	182683
1974	119227	182614
1975	119279	182540
1976	119351	182498
1977	119418	182447
1978	119471	182376
1979	119524	182304
1980	119578	182234
1981	119641	182178
1982	119696	182110
1983	119752	182043
1984	119808	181976
1985	119862	181906
1986	119914	181832
1987	119970	181766
1988	120022	181693
1989	120070	181614
1990	120120	181537
1991	120178	181473
1992	120235	181408
1993	120294	181346
1994	120356	181289
1995	120417	181228
1996	120477	181168
1997	120539	181110
1998	120597	181046
1999	120644	180967
2000	120700	180900
2001	120751	180825
2002	120824	180784
2003	120892	180735
2004	120962	180690
2005	121024	180632
2006	121095	180587
2007	121163	180538
2008	121226	180482
2009	121290	180427
2010	121367	180392
2011	121431	180337
2012	121497	180284
2013	121564	180233
2014	121625	180175
2015	121698	180132
2016	121762	180078
2017	121826	180022
2018	121895	179975
2019	121958	179919
2020	122020	179861
2021	122079	179798
2022	122137	179735
2023	122196	179671
2024	122252	179605
2025	122308	179538
2026	122376	179490
2027	122439	179433
2028	122494	179364
2029	122550	179298
2030	122616	179245
2031	122666	179170
2032	122719	179099
2033	122772	179028
2034	122826	178958
2035	122881	178890
2036	122934	178819
2037	122991	178754
2038	123050	178691
2039	123107	178626
2040	123159	178554
2041	123219	178493
2042	123283	178437
2043	123347	178383
2044	123403	178316
2045	123458	178248
2046	123512	178178
2047	123567	178111
2048	123626	178049
2049	123694	178000
2050	123759	177945
2051	123809	177870
2052	123864	177802
2053	123920	177736
2054	123976	177669
2055	124027	177596
2056	124089	177537
2057	124142	177466
2058	124197	177399
2059	124253	177332
2060	124308	177264
2061	124374	177213
2062	124434	177151
2063	124486	177079
2064	124543	177015
2065	124600	176949
2066	124655	176882
2067	124718	176824
2068	124776	176761
2069	124835	176698
2070	124946	176711
2071	124998	176638
2072	125056	176575
2073	125106	176500
2074	125158	176428
2075	125231	176385
2076	125300	176337
2077	125368	176288
2078	125422	176218
2079	125478	176151
2080	125536	176088
2081	125594	176025
2082	125647	175955
2083	125716	175906
2084	125767	175833
2085	125831	175778
2086	125880	175702
2087	125937	175636
2088	125988	175563
2089	126039	175490
2090	126095	175424
2091	126145	175349
2092	126202	175283
2093	126272	175238
2094	126332	175176
2095	126404	175133
2096	126461	175067
2097	126537	175029
2098	126595	174965
2099	126653	174902
2100	126713	174841
2101	126779	174788
2102	126833	174719
2103	126882	174644
2104	126931	174568
2105	126991	174507
2106	127050	174445
2107	127114	174389
2108	127165	174316
2109	127226	174257
2110	127291	174204
2111	127345	174135
2112	127404	174073
2113	127457	174003
2114	127513	173937
2115	127571	173874
2116	127623	173801
2117	127685	173744
2118	127734	173667
2119	127794	173607
2120	127851	173543
2121	127909	173479
2122	127964	173412
2123	128032	173362
2124	128092	173301
2125	128161	173253
2126	128220	173190
2127	128286	173138
2128	128346	173077
2129	128405	173015
2130	128466	172956
2131	128525	172894
2132	128578	172824
2133	128637	172761
2134	128699	172703
2135	128752	172634
2136	128823	172588
2137	128871	172511
2138	128932	172452
2139	128985	172382
2140	129041	172316
2141	129098	172252
2142	129151	172181
2143	129203	172110
2144	129264	172050
2145	129322	171988
2146	129380	171924
2147	129433	171854
2148	129489	171788
2149	129542	171719
2150	129597	171651
2151	129653	171586
2152	129709	171520
2153	129760	171448
2154	129819	171385
2155	129884	171332
2156	129934	171257
2157	129993	171195
2158	130051	171132
2159	130114	171076
2160	130168	171007
2161	130231	170951
2162	130301	170903
2163	130358	170840
2164	130419	170780
2165	130469	170706
2166	130529	170646
2167	130585	170580
2168	130641	170514
2169	130695	170445
2170	130749	170377
2171	130808	170315
2172	130863	170248
2173	130923	170189
2174	130978	170121
2175	131037	170059
2176	131095	169996
2177	131155	169935
2178	131210	169869
2179	131279	169819
2180	131339	169760
2181	131396	169695
2182	131454	169632
2183	131510	169566
2184	131562	169495
2185	131623	169436
2186	131674	169364
2187	131737	169307
2188	131793	169242
2189	131851	169179
2190	131909	169116
2191	131971	169058
2192	132036	169004
2193	132085	168929
2194	132141	168863
2195	132197	168798
2196	132252	168732
2197	132311	168670
2198	132369	168607
2199	132431	168548
2200	132479	168473
2201	132535	168408
2202	132585	168334
2203	132644	168272
2204	132698	168205
2205	132753	168138
2206	132816	168081
2207	132869	168012
2208	132922	167942
2209	132981	167881
2210	133031	167808
2211	133090	167747
2212	133161	167699
2213	133223	167642
2214	133284	167583
2215	133341	167519
2216	133394	167449
2217	133453	167388
2218	133551	167376
2219	133603	167305
2220	133658	167238
2221	133720	167180
2222	133775	167113
2223	133833	167051
2224	133890	166986
2225	133938	166912
2226	133991	166842
2227	134047	166777
2228	134103	166711
2229	134160	166648
2230	134228	166597
2231	134297	166548
2232	134352	166481
2233	134404	166411
2234	134463	166349
2235	134583	166363
2236	134663	166327
2237	134749	166299
2238	134820	166252
2239	134883	166196
2240	134945	166137
2241	135006	166078
2242	135074	166027
2243	135139	165973
2244	135204	165919
2245	135281	165879
2246	135353	165833
2247	135410	165769
2248	135475	165715
2249	135539	165659
2250	135606	165607
2251	135673	165555
2252	135743	165507
2253	135815	165461
2254	135881	165407
2255	135936	165340
2256	135989	165272
2257	136038	165198
2258	136099	165138
2259	136153	165071
2260	136224	165023
2261	136283	164961
2262	136350	164909
2263	136410	164849
2264	136474	164793
2265	136535	164734
2266	136598	164677
2267	136653	164611
2268	136713	164550
2269	136772	164488
2270	136826	164420
2271	136876	164348
2272	136940	164292
2273	136991	164221
2274	137047	164155
2275	137103	164090
2276	137163	164029
2277	137238	163986
2278	137291	163918
2279	137360	163869
2280	137410	163795
2281	137472	163738
2282	137528	163672
2283	137593	163618
2284	137648	163551
2285	137703	163484
2286	137765	163427
2287	137816	163356
2288	137883	163303
2289	137938	163237
2290	137991	163167
2291	138053	163110
2292	138119	163057
2293	138180	162997
2294	138238	162934
2295	138285	162858
2296	138342	162794
2297	138388	162717
2298	138442	162650
2299	138497	162584
2300	138553	162519
2301	138614	162459
2302	138679	162404
2303	138736	162341
2304	138797	162281
2305	138848	162211
2306	138905	162147
2307	138958	162078
2308	139023	162023
2309	139077	161955
2310	139136	161893
2311	139205	161844
2312	139269	161788
2313	139330	161729
2314	139391	161670
2315	139447	161604
2316	139497	161533
2317	139560	161476
2318	139612	161406
2319	139669	161342
2320	139728	161280
2321	139817	161253
2322	139875	161190
2323	139930	161125
2324	139983	161056
2325	140037	160989
2326	140097	160928
2327	140152	160862
2328	140226	160818
2329	140279	160749
2330	140336	160685
2331	140386	160613
2332	140443	160550
2333	140500	160485
2334	140558	160423
2335	140614	160358
2336	140674	160297
2337	140732	160235
2338	140784	160165
2339	140845	160106
2340	140903	160044
2341	140958	159977
2342	141015	159913
2343	141076	159854
2344	141132	159789
2345	141199	159737
2346	141257	159674
2347	141323	159621
2348	141378	159555
2349	141436	159492
2350	141495	159430
2351	141556	159370
2352	141617	159312
2353	141671	159245
2354	141724	159176
2355	141780	159112
2356	141833	159044
2357	141895	158985
2358	141950	158919
2359	142002	158849
2360	142063	158791
2361	142124	158732
2362	142181	158668
2363	142251	158619
2364	142320	158568
2365	142376	158503
2366	142432	158439
2367	142496	158382
2368	142558	158324
2369	142617	158262
2370	142670	158195
2371	142723	158127
2372	142781	158064
2373	142833	157995
2374	142893	157935
2375	142943	157863
2376	142995	157794
2377	143057	157736
2378	143119	157677
2379	143177	157615
2380	143239	157557
2381	143288	157485
2382	143353	157430
2383	143404	157360
2384	143466	157302
2385	143516	157230
2386	143571	157164
2387	143629	157102
2388	143686	157038
2389	143737	156968
2390	143790	156900
2391	143846	156835
2392	143908	156777
2393	143982	156732
2394	144053	156684
2395	144120	156631
2396	144188	156580
2397	144252	156524
2398	144312	156463
2399	144373	156404
2400	144438	156349
2401	144490	156280
2402	144562	156233
2403	144629	156181
2404	144690	156120
2405	144745	156055
2406	144810	156000
2407	144880	155950
2408	144945	155895
2409	145015	155847
2410	145084	155796
2411	145152	155743
2412	145220	155692
2413	145277	155629
2414	145330	155561
2415	145386	155496
2416	145450	155440
2417	145507	155376
2418	145561	155309
2419	145614	155242
2420	145676	155183
2421	145737	155124
2422	145782	155048
2423	145844	154989
2424	145898	154923
2425	145950	154854
2426	146001	154784
2427	146061	154723
2428	146116	154658
2429	146209	154633
2430	146271	154574
2431	146326	154508
2432	146386	154448
2433	146438	154380
2434	146503	154324
2435	146562	154263
2436	146622	154203
2437	146676	154136
2438	146728	154068
2439	146787	154006
2440	146841	153939
2441	146893	153871
2442	146945	153802
2443	147002	153738
2444	147065	153682
2445	147133	153629
2446	147199	153576
2447	147267	153523
2448	147318	153454
2449	147377	153393
2450	147432	153327
2451	147491	153266
2452	147544	153198
2453	147615	153149
2454	147659	153072
2455	147714	153007
2456	147767	152939
2457	147830	152882
2458	147884	152816
2459	147949	152760
2460	148010	152701
2461	148063	152633
2462	148129	152579
2463	148200	152530
2464	148257	152467
2465	148316	152406
2466	148381	152351
2467	148435	152284
2468	148488	152217
2469	148554	152162
2470	148610	152099
2471	148669	152037
2472	148724	151971
2473	148784	151911
2474	148836	151842
2475	148892	151778
2476	148946	151712
2477	149003	151648
2478	149053	151579
2479	149120	151525
2480	149185	151470
2481	149246	151411
2482	149303	151347
2483	149361	151285
2484	149417	151221
2485	149480	151164
2486	149539	151102
2487	149601	151044
2488	149655	150978
2489	149715	150918
2490	149772	150854
2491	149832	150794
2492	149888	150730
2493	149949	150671
2494	150004	150605
2495	150060	150541
2496	150114	150474
2497	150182	150423
2498	150244	150364
2499	150302	150302
2500	150356	150236
2501	150413	150173
2502	150468	150108
2503	150519	150038
2504	150569	149968
2505	150627	149906
2506	150686	149844
2507	150739	149778
2508	150788	149707
2509	150852	149650
2510	150906	149583
2511	150961	149519
2512	151014	149452
2513	151073	149391
2514	151133	149330
2515	151190	149267
2516	151243	149200
2517	151298	149135
2518	151353	149070
2519	151408	149005
2520	151463	148940
2521	151529	148885
2522	151585	148821
2523	151650	148766
2524	151708	148704
2525	151766	148642
2526	151823	148579
2527	151876	148512
2528	151934	148449
2529	151990	148385
2530	152056	148331
2531	152123	148278
2532	152193	148228
2533	152260	148174
2534	152322	148116
2535	152381	148055
2536	152447	148000
2537	152512	147945
2538	152574	147887
2539	152628	147821
2540	152680	147753
2541	152746	147698
2542	152798	147631
2543	152860	147573
2544	152914	147507
2545	152974	147446
2546	153032	147384
2547	153094	147326
2548	153163	147275
2549	153217	147209
2550	153272	147144
2551	153330	147082
2552	153383	147014
2553	153444	146956
2554	153510	146901
2555	153577	146847
2556	153649	146799
2557	153713	146742
2558	153777	146686
2559	153830	146619
2560	153897	146566
2561	153957	146505
2562	154017	146445
2563	154086	146394
2564	154163	146350
2565	154234	146300
2566	154308	146253
2567	154367	146192
2568	154436	146140
2569	154502	146086
2570	154564	146027
2571	154631	145974
2572	154702	145923
2573	154767	145868
2574	154830	145811
2575	154880	145741
2576	154934	145675
2577	154993	145614
2578	155058	145558
2579	155120	145500
2580	155179	145439
2581	155242	145381
2582	155294	145314
2583	155346	145246
2584	155398	145179
2585	155460	145120
2586	155515	145055
2587	155569	144989
2588	155626	144927
2589	155680	144860
2590	155738	144798
2591	155792	144733
2592	155849	144670
2593	155901	144602
2594	155956	144537
2595	156024	144484
2596	156093	144432
2597	156157	144376
2598	156211	144310
2599	156267	144246
2600	156323	144182
2601	156384	144123
2602	156444	144063
2603	156496	143996
2604	156549	143929
2605	156604	143864
2606	156665	143805
2607	156714	143734
2608	156773	143673
2609	156823	143604
2610	156877	143538
2611	156934	143475
2612	156986	143408
2613	157047	143349
2614	157109	143291
2615	157165	143227
2616	157214	143157
2617	157270	143092
2618	157325	143028
2619	157382	142965
2620	157441	142904
2621	157500	142844
2622	157550	142774
2623	157602	142706
2624	157663	142647
2625	157714	142579
2626	157773	142518
2627	157832	142457
2628	157883	142389
2629	157951	142336
2630	158008	142274
2631	158069	142214
2632	158133	142157
2633	158205	142109
2634	158259	142043
2635	158320	141983
2636	158367	141912
2637	158425	141850
2638	158480	141785
2639	158537	141722
2640	158593	141659
2641	158649	141595
2642	158703	141530
2643	158761	141467
2644	158823	141409
2645	158878	141345
2646	158932	141280
2647	158994	141221
2648	159057	141164
2649	159121	141107
2650	159173	141040
2651	159228	140975
2652	159283	140911
2653	159341	140849
2654	159394	140783
2655	159448	140718
2656	159507	140656
2657	159559	140590
2658	159614	140525
2659	159664	140457
2660	159725	140397
2661	159788	140340
2662	159845	140277
2663	159898	140211
2664	159953	140146
2665	160017	140090
2666	160078	140031
2667	160139	139972
2668	160194	139907
2669	160249	139842
2670	160305	139779
2671	160355	139711
2672	160413	139649
2673	160477	139592
2674	160529	139525
2675	160583	139460
2676	160638	139396
2677	160692	139330
2678	160745	139264
2679	160799	139199
2680	160857	139138
2681	160910	139071
2682	160969	139011
2683	161030	138951
2684	161101	138901
2685	161168	138847
2686	161229	138787
2687	161299	138736
2688	161374	138689
2689	161440	138634
2690	161507	138580
2691	161573	138525
2692	161639	138471
2693	161702	138413
2694	161766	138356
2695	161837	138306
2696	161892	138241
2697	161961	138189
2698	162030	138137
2699	162106	138090
2700	162182	138044
2701	162251	137991
2702	162323	137942
2703	162386	137884
2704	162447	137824
2705	162501	137760
2706	162556	137695
2707	162603	137624
2708	162653	137555
2709	162704	137488
2710	162764	137427
2711	162817	137362
2712	162878	137302
2713	162937	137242
2714	162996	137180
2715	163057	137122
2716	163119	137063
2717	163172	136997
2718	163230	136935
2719	163281	136868
2720	163341	136808
2721	163398	136745
2722	163456	136683
2723	163510	136619
2724	163560	136550
2725	163621	136491
2726	163672	136423
2727	163730	136362
2728	163793	136304
2729	163853	136244
2730	163908	136180
2731	163975	136125
2732	164048	136077
2733	164121	136027
2734	164182	135968
2735	164243	135909
2736	164302	135848
2737	164356	135782
2738	164416	135722
2739	164483	135668
2740	164541	135606
2741	164602	135547
2742	164658	135484
2743	164715	135422
2744	164798	135380
2745	164853	135317
2746	164904	135249
2747	164966	135191
2748	165037	135139
2749	165111	135091
2750	165185	135042
2751	165256	134991
2752	165326	134939
2753	165399	134890
2754	165467	134836
2755	165536	134783
2756	165606	134731
2757	165670	134674
2758	165738	134621
2759	165823	134581
2760	165897	134532
2761	165952	134468
2762	166026	134419
2763	166086	134359
2764	166143	134296
2765	166204	134237
2766	166260	134173
2767	166315	134109
2768	166368	134044
2769	166430	133985
2770	166488	133923
2771	166539	133856
2772	166593	133791
2773	166651	133729
2774	166714	133671
2775	166767	133606
2776	166828	133546
2777	166884	133483
2778	166936	133416
2779	167007	133365
2780	167073	133310
2781	167126	133244
2782	167182	133181
2783	167244	133123
2784	167308	133065
2785	167354	132994
2786	167409	132930
2787	167464	132866
2788	167520	132802
2789	167578	132741
2790	167631	132675
2791	167686	132611
2792	167741	132547
2793	167807	132492
2794	167866	132431
2795	167919	132365
2796	168015	132333
2797	168075	132274
2798	168140	132217
2799	168190	132149
2800	168253	132091
2801	168317	132034
2802	168378	131975
2803	168443	131919
2804	168499	131856
2805	168552	131790
2806	168601	131721
2807	168648	131651
2808	168700	131585
2809	168754	131520
2810	168806	131454
2811	168859	131388
2812	168921	131329
2813	168986	131273
2814	169042	131210
2815	169093	131143
2816	169151	131082
2817	169203	131015
2818	169266	130957
2819	169331	130901
2820	169388	130839
2821	169436	130769
2822	169492	130706
2823	169553	130647
2824	169608	130583
2825	169659	130516
2826	169721	130458
2827	169789	130404
2828	169847	130342
2829	169915	130288
2830	169981	130233
2831	170048	130178
2832	170103	130114
2833	170159	130051
2834	170213	129986
2835	170266	129920
2836	170317	129854
2837	170378	129794
2838	170427	129726
2839	170476	129657
2840	170532	129595
2841	170597	129539
2842	170654	129476
2843	170706	129410
2844	170758	129344
2845	170820	129285
2846	170874	129221
2847	170933	129160
2848	170993	129100
2849	171045	129034
2850	171106	128975
2851	171160	128910
2852	171264	128883
2853	171335	128832
2854	171413	128785
2855	171468	128721
2856	171518	128653
2857	171572	128589
2858	171636	128532
2859	171688	128466
2860	171744	128403
2861	171808	128346
2862	171866	128284
2863	171921	128221
2864	171978	128158
2865	172038	128098
2866	172094	128035
2867	172152	127974
2868	172208	127910
2869	172262	127846
2870	172312	127778
2871	172374	127720
2872	172431	127658
2873	172496	127601
2874	172556	127541
2875	172646	127503
2876	172718	127452
2877	172796	127405
2878	172865	127352
2879	172939	127302
2880	173017	127255
2881	173083	127200
2882	173147	127142
2883	173223	127094
2884	173292	127041
2885	173365	126990
2886	173431	126934
2887	173505	126884
2888	173579	126835
2889	173661	126790
2890	173735	126740
2891	173810	126692
2892	173893	126648
2893	173966	126597
2894	174035	126544
2895	174100	126487
2896	174156	126424
2897	174213	126361
2898	174270	126299
2899	174322	126233
2900	174380	126171
2901	174429	126104
2902	174482	126038
2903	174547	125981
2904	174605	125920
2905	174660	125856
2906	174719	125795
2907	174770	125728
2908	174817	125659
2909	174869	125593
2910	174931	125534
2911	174987	125472
2912	175057	125418
2913	175110	125353
2914	175161	125286
2915	175213	125221
2916	175266	125155
2917	175317	125089
2918	175380	125031
2919	175436	124968
2920	175491	124904
2921	175543	124838
2922	175606	124780
2923	175669	124722
2924	175723	124658
2925	175782	124598
2926	175836	124533
2927	175897	124473
2928	175960	124415
2929	176013	124351
2930	176071	124289
2931	176133	124230
2932	176186	124165
2933	176244	124103
2934	176299	124040
2935	176363	123982
2936	176422	123921
2937	176481	123861
2938	176539	123799
2939	176591	123734
2940	176645	123669
2941	176707	123611
2942	176764	123549
2943	176814	123482
2944	176869	123418
2945	176932	123360
2946	177001	123306
2947	177062	123246
2948	177121	123185
2949	177173	123120
2950	177235	123062
2951	177291	122999
2952	177343	122933
2953	177407	122876
2954	177458	122809
2955	177517	122748
2956	177573	122686
2957	177631	122624
2958	177698	122569
2959	177751	122504
2960	177813	122445
2961	177875	122387
2962	177937	122327
2963	178002	122271
2964	178068	122215
2965	178128	122155
2966	178183	122092
2967	178241	122030
2968	178302	121971
2969	178362	121911
2970	178414	121845
2971	178472	121783
2972	178528	121721
2973	178581	121656
2974	178636	121593
2975	178701	121535
2976	178761	121476
2977	178816	121412
2978	178876	121352
2979	178938	121293
2980	178997	121232
2981	179059	121174
2982	179117	121112
2983	179172	121049
2984	179226	120985
2985	179276	120918
2986	179333	120856
2987	179386	120791
2988	179444	120730
2989	179504	120669
2990	179566	120611
2991	179618	120546
2992	179677	120485
2993	179744	120429
2994	179799	120366
2995	179858	120305
2996	179922	120248
2997	179983	120189
2998	180041	120127
2999	180098	120065
3000	180154	120003
3001	180209	119939
3002	180272	119881
3003	180323	119815
3004	180383	119755
3005	180447	119698
3006	180503	119635
3007	180563	119575
3008	180613	119508
3009	180666	119444
3010	180721	119380
3011	180777	119318
3012	180831	119253
3013	180889	119192
3014	180954	119136
3015	181003	119068
3016	181049	118999
3017	181104	118935
3018	181162	118875
3019	181219	118812
3020	181271	118747
3021	181320	118680
3022	181386	118624
3023	181440	118560
3024	181500	118500
3025	181559	118439
3026	181615	118377
3027	181669	118313
3028	181722	118248
3029	181777	118185
3030	181838	118125
3031	181893	118062
3032	181970	118013
3033	182026	117951
3034	182088	117892
3035	182140	117827
3036	182190	117760
3037	182254	117703
3038	182311	117641
3039	182370	117581
3040	182421	117515
3041	182471	117449
3042	182529	117387
3043	182586	117325
3044	182637	117260
3045	182685	117192
3046	182739	117128
3047	182799	117068
3048	182857	117007
3049	182923	116951
3050	182986	116893
3051	183042	116830
3052	183104	116771
3053	183162	116710
3054	183220	116649
3055	183280	116589
3056	183333	116525
3057	183385	116459
3058	183439	116396
3059	183497	116335
3060	183546	116268
3061	183609	116210
3062	183666	116148
3063	183718	116083
3064	183776	116021
3065	183833	115959
3066	183902	115905
3067	183978	115856
3068	184030	115791
3069	184082	115726
3070	184144	115667
3071	184208	115609
3072	184255	115542
3073	184320	115485
3074	184390	115431
3075	184450	115371
3076	184521	115318
3077	184591	115264
3078	184659	115209
3079	184726	115154
3080	184793	115098
3081	184862	115044
3082	184949	115001
3083	185013	114943
3084	185075	114884
3085	185137	114826
3086	185201	114768
3087	185267	114712
3088	185330	114654
3089	185395	114597
3090	185470	114546
3091	185543	114494
3092	185605	114435
3093	185663	114374
3094	185714	114308
3095	185770	114246
3096	185824	114182
3097	185885	114123
3098	185959	114071
3099	186016	114010
3100	186068	113945
3101	186122	113881
3102	186178	113819
3103	186232	113755
3104	186293	113695
3105	186361	113640
3106	186411	113575
3107	186466	113511
3108	186528	113452
3109	186584	113390
3110	186640	113328
3111	186696	113265
3112	186753	113204
3113	186812	113143
3114	186873	113084
3115	186938	113026
3116	187002	112969
3117	187054	112904
3118	187099	112835
3119	187148	112768
3120	187197	112702
3121	187254	112640
3122	187313	112580
3123	187360	112512
3124	187410	112446
3125	187466	112384
3126	187519	112319
3127	187575	112257
3128	187632	112195
3129	187690	112134
3130	187758	112079
3131	187820	112020
3132	187885	111963
3133	187940	111900
3134	187993	111836
3135	188059	111780
3136	188116	111718
3137	188168	111653
3138	188225	111591
3139	188274	111525
3140	188328	111462
3141	188384	111399
3142	188448	111342
3143	188505	111280
3144	188562	111219
3145	188619	111157
3146	188674	111094
3147	188731	111032
3148	188786	110969
3149	188841	110906
3150	188908	110850
3151	188966	110790
3152	189024	110729
3153	189082	110667
3154	189138	110605
3155	189198	110545
3156	189257	110485
3157	189318	110425
3158	189374	110363
3159	189432	110302
3160	189489	110240
3161	189548	110180
3162	189604	110117
3163	189660	110055
3164	189715	109993
3165	189782	109937
3166	189840	109876
3167	189907	109820
3168	189966	109759
3169	190026	109699
3170	190084	109638
3171	190141	109577
3172	190199	109515
3173	190248	109449
3174	190295	109382
3175	190344	109316
3176	190395	109251
3177	190452	109189
3178	190507	109126
3179	190563	109064
3180	190623	109004
3181	190684	108945
3182	190743	108884
3183	190795	108820
3184	190853	108759
3185	190913	108699
3186	190964	108634
3187	191024	108574
3188	191077	108510
3189	191137	108450
3190	191191	108387
3191	191245	108324
3192	191303	108263
3193	191362	108202
3194	191413	108138
3195	191472	108077
3196	191536	108019
3197	191590	107956
3198	191641	107891
3199	191702	107832
3200	191757	107769
3201	191810	107706
3202	191879	107651
3203	191929	107585
3204	191985	107524
3205	192049	107466
3206	192108	107405
3207	192165	107344
3208	192227	107285
3209	192286	107225
3210	192345	107164
3211	192403	107103
3212	192460	107042
3213	192518	106981
3214	192575	106919
3215	192633	106858
3216	192684	106793
3217	192750	106737
3218	192800	106672
